case,stiffness,run_idx,q0_mcp_deg,q0_pip_deg,q0_dip_deg,theta_mcp_deg,theta_pip_deg,theta_dip_deg,tip_x_mm,tip_y_mm,tension_N,conv_time_s,saturated
all,k=0.1184,255,0.6288,-0.8206,0.8251,54.1655,54.0731,54.1556,95.3328,-14.6506,15.9801,1.602,
all,k=0.1184,256,0.5493,-0.6063,-0.4086,54.1896,54.1094,54.0952,95.3328,-14.7113,15.9801,1.748,
all,k=0.1184,257,0.1911,-0.2885,0.4725,54.1598,54.078,54.1564,95.3298,-14.6457,15.9801,1.218,
all,k=0.1184,258,0.1847,-0.5859,0.2202,54.1817,54.0744,54.1381,95.338,-14.6754,15.9801,1.223,
all,k=0.1184,259,-0.9719,-0.7765,-0.6776,54.103,54.1781,54.1131,95.2877,-14.6309,15.9801,1.212,
all,k=0.1184,260,-0.2926,-0.9762,0.8598,54.1178,54.0867,54.1897,95.3135,-14.5897,15.9801,1.666,
all,k=0.1184,261,-0.521,-0.4587,-0.2487,54.1278,54.1425,54.1239,95.3042,-14.6429,15.9801,1.201,
all,k=0.1184,262,0.8815,-0.2964,-0.1377,54.1897,54.1056,54.099,95.3337,-14.7087,15.9801,1.792,
all,k=0.1184,263,-0.403,0.9525,-0.2703,54.1082,54.1897,54.0963,95.2868,-14.6465,15.9801,1.7770000000000001,
all,k=0.1184,264,-0.8329,0.316,0.4332,54.0731,54.1589,54.1622,95.2819,-14.5736,15.9801,1.606,
all,k=0.1184,265,-0.2555,-0.5772,-0.1815,54.158,54.1166,54.1196,95.3204,-14.6696,15.9801,1.201,
all,k=0.1184,266,-0.1219,0.9906,0.7169,54.0732,54.1823,54.1388,95.2766,-14.5898,15.9801,1.418,
all,k=0.1184,267,0.2418,-0.6122,0.3758,54.1723,54.0731,54.1488,95.3351,-14.6607,15.9801,1.33,
all,k=0.1184,268,0.518,-0.8492,-0.241,54.1897,54.0988,54.1057,95.3352,-14.704,15.9801,1.707,
all,k=0.1184,269,-0.3463,0.1409,0.3061,54.0974,54.1416,54.1553,95.2941,-14.5974,15.9801,1.213,
all,k=0.1184,270,-0.6372,-0.0607,0.9843,54.0866,54.118,54.1897,95.2958,-14.5652,15.9801,1.719,
all,k=0.1184,271,-0.9683,-0.258,-0.3314,54.0779,54.1832,54.1331,95.278,-14.5974,15.9801,1.219,
all,k=0.1184,272,-0.1888,0.7384,-0.1234,54.1141,54.1897,54.0904,95.2888,-14.6553,15.9801,1.5090000000000001,
all,k=0.1184,273,0.7662,0.1511,-0.1508,54.1897,54.1168,54.0878,95.3311,-14.7164,15.9801,1.6440000000000001,
all,k=0.1184,274,-0.4954,0.6472,0.2884,54.0731,54.188,54.1331,95.2753,-14.5937,15.9801,1.405,
all,k=0.1184,275,-0.5755,-0.7399,-0.7491,54.1517,54.1571,54.0854,95.309,-14.6882,15.9801,1.214,
all,k=0.1184,276,0.8181,-0.1932,0.6406,54.1896,54.0797,54.1249,95.3395,-14.6908,15.9801,1.349,
all,k=0.1184,277,0.7907,-0.5473,-0.9349,54.1896,54.1219,54.0827,95.3299,-14.7199,15.9801,1.978,
all,k=0.1184,278,-0.6393,0.546,-0.9692,54.1202,54.1897,54.0843,95.2909,-14.6643,15.9801,1.7750000000000001,
all,k=0.1184,279,0.1283,-0.6175,0.5333,54.1537,54.0731,54.1674,95.3288,-14.6333,15.9801,1.362,
all,k=0.1184,280,-0.0412,0.0982,-0.4132,54.1661,54.155,54.0732,95.3144,-14.708,15.9801,1.337,
all,k=0.1184,281,-0.0868,-0.9086,0.619,54.1364,54.0731,54.1848,95.3229,-14.6077,15.9801,1.43,
all,k=0.1184,282,0.815,0.5053,-0.0088,54.1896,54.1286,54.076,95.3284,-14.7245,15.9801,1.456,
all,k=0.1184,283,0.6876,-0.9924,0.3319,54.1896,54.075,54.1296,95.3406,-14.6875,15.9801,1.615,
all,k=0.1184,284,0.5348,-0.3467,0.7131,54.1694,54.0731,54.1517,95.3342,-14.6564,15.9801,1.31,
all,k=0.1184,285,-0.9996,0.2642,-0.398,54.0868,54.1897,54.1177,95.2795,-14.615,15.9801,1.562,
all,k=0.1184,286,0.2573,-0.4973,-0.5804,54.1896,54.1233,54.0813,95.3296,-14.7208,15.9801,1.579,
all,k=0.1184,287,0.2523,-0.0061,-0.6254,54.1813,54.1399,54.0731,95.323,-14.7199,15.9801,1.612,
all,k=0.1184,288,0.7723,0.7648,0.0991,54.172,54.1491,54.0732,95.3178,-14.7126,15.9801,1.543,
all,k=0.1184,289,0.4122,-0.0972,0.6029,54.1656,54.0813,54.1473,95.331,-14.6565,15.9801,1.216,
all,k=0.1184,290,0.6677,0.5283,-0.5137,54.173,54.1481,54.0731,95.3183,-14.7134,15.9801,1.8,
all,k=0.1184,291,-0.951,0.3165,-0.1775,54.077,54.1897,54.1276,95.2762,-14.6005,15.9801,1.5030000000000001,
all,k=0.1184,292,0.7885,0.7197,0.0675,54.1749,54.1462,54.0731,95.3194,-14.7149,15.9801,1.556,
all,k=0.1184,293,-0.2451,0.426,0.4187,54.0867,54.1611,54.1464,95.286,-14.5952,15.9801,1.215,
all,k=0.1184,294,0.3646,0.6848,0.1546,54.1527,54.1684,54.0732,95.3068,-14.6974,15.9801,1.2550000000000001,
all,k=0.1184,295,0.0321,0.0338,0.778,54.1157,54.0895,54.1891,95.3122,-14.5884,15.9801,1.213,
all,k=0.1184,296,-0.2665,0.6838,0.0098,54.1038,54.1897,54.1008,95.2853,-14.64,15.9801,1.444,
all,k=0.1184,297,-0.8293,-0.102,-0.4176,54.0928,54.1883,54.1132,95.2819,-14.6228,15.9801,1.214,
all,k=0.1184,298,0.0558,0.7066,-0.6411,54.145,54.1761,54.0731,95.3024,-14.6914,15.9801,1.7750000000000001,
all,k=0.1184,299,-0.0496,0.165,0.5396,54.1158,54.1149,54.1635,95.3064,-14.6062,15.9801,1.211,
